Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
STP,AIS,2014,PLANFICATION ET PROGRAMM-PAYS,55574,50645,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2015,PLANFICATION ET PROGRAMM-PAYS,185000,183037,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2016,PLANFICATION ET PROGRAMM-PAYS,69014,68151,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2017,PLANFICATION ET PROGRAMM-PAYS,280000,275892,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2018,PLANFICATION ET PROGRAMM-PAYS,128554,133355,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2019,PLANFICATION ET PROGRAMM-PAYS,266000,206386,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2020,PLANFICATION ET PROGRAMM-PAYS,341287,214814,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2021,PLANFICATION ET PROGRAMM-PAYS,113921,341215,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2022,PLANFICATION ET PROGRAMM-PAYS,257582,199555,"Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals","Strengthen effective, inclusive and accountable governance","Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships","African development Bank,United Nations development Pro"
STP,AIS,2015,Country Coordination mechanism,35146,35146,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2016,Country Coordination mechanism,89896,65707,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2017,Country Coordination mechanism,57111,25655,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2018,Country Coordination mechanism,61806,47843,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2019,Country Coordination mechanism,31763,31083,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2020,Country Coordination mechanism,37186,37082,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2021,Country Coordination mechanism,32726,33847,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2022,Country Coordination mechanism,36407,19822,"Goal 1 - No Poverty,Goal 3 - Good Health and Well-Being","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 11 - Health and non-communicable diseases","Global Fund To Fight Aids, Tuberculosis"
STP,AIS,2018,"HIV, TB, Malaria and building resilient Health",2571370,2076687,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Global Fund To Fight Aids, Tuberculosis,Government of Sao Tome And Principe"
STP,AIS,2019,"HIV, TB, Malaria and building resilient Health",1732632,1855350,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Global Fund To Fight Aids, Tuberculosis,Government of Sao Tome And Principe"
STP,AIS,2020,"HIV, TB, Malaria and building resilient Health",2107501,2226044,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Global Fund To Fight Aids, Tuberculosis,Government of Sao Tome And Principe"
STP,AIS,2021,"HIV, TB, Malaria and building resilient Health",558071,589733,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Global Fund To Fight Aids, Tuberculosis,Government of Sao Tome And Principe"
STP,AIS,2022,"HIV, TB, Malaria and building resilient Health",100,-8573,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Global Fund To Fight Aids, Tuberculosis,Government of Sao Tome And Principe"
STP,AIS,2020,Young Social Entrepreneurship,1411670,735706,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals,Goal 9 - Industry, Innovation, and Infrastructure","Keeping people out of poverty,Promote nature-based solutions for a sustainable planet","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 8 - Sustainable transportation","Government of Australia,Government of Poland,MPTFO-Un Covid-19 Response & Recovery Fund,United Nations development Pro"
STP,AIS,2021,Young Social Entrepreneurship,626420,758735,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals,Goal 9 - Industry, Innovation, and Infrastructure","Keeping people out of poverty,Promote nature-based solutions for a sustainable planet","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 8 - Sustainable transportation","Government of Australia,Government of Poland,MPTFO-Un Covid-19 Response & Recovery Fund,United Nations development Pro"
STP,AIS,2022,Young Social Entrepreneurship,131090,389482,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality,Goal 17 - Partnership for the goals,Goal 9 - Industry, Innovation, and Infrastructure","Keeping people out of poverty,Promote nature-based solutions for a sustainable planet","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development,Goal 16 - Means of implementation, including partnerships,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 8 - Sustainable transportation","Government of Australia,Government of Poland,MPTFO-Un Covid-19 Response & Recovery Fund,United Nations development Pro"
STP,AIS,2020,STP COVID19 RESPONSE PLAN,791288,472034,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Department of Foreign Affairs, Trade And development,Government of Sao Tome And Principe,United Nations development Pro"
STP,AIS,2021,STP COVID19 RESPONSE PLAN,267887,440784,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Department of Foreign Affairs, Trade And development,Government of Sao Tome And Principe,United Nations development Pro"
STP,AIS,2022,STP COVID19 RESPONSE PLAN,57000,58588,Goal 3 - Good Health and Well-Being,"Strengthen effective, inclusive and accountable governance",Goal 11 - Health and non-communicable diseases,"Department of Foreign Affairs, Trade And development,Government of Sao Tome And Principe,United Nations development Pro"
STP,AIS,2020,Modernization of the Justice System,444560,178499,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","Government of Portugal,Swedish International development Cooperation (SIDA),United Nations development Pro"
STP,AIS,2021,Modernization of the Justice System,1500001,922182,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","Government of Portugal,Swedish International development Cooperation (SIDA),United Nations development Pro"
STP,AIS,2022,Modernization of the Justice System,1690906,1218222,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","Government of Portugal,Swedish International development Cooperation (SIDA),United Nations development Pro"
STP,AIS,2020,Delivering Climate Promise in STP| NDC Support Programme,374109,151779,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Government of Germany,UNDP Funding Windows,United Nations development Pro"
STP,AIS,2021,Delivering Climate Promise in STP| NDC Support Programme,642088,510374,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Government of Germany,UNDP Funding Windows,United Nations development Pro"
STP,AIS,2022,Delivering Climate Promise in STP| NDC Support Programme,206852,207908,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Government of Germany,UNDP Funding Windows,United Nations development Pro"
STP,AIS,2020,"Enhancing Biodiversity Conservation, Sust Land and Nat R",39000,,Goal 15 - Life on Land,Promote nature-based solutions for a sustainable planet,"Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
STP,AIS,2021,"Enhancing Biodiversity Conservation, Sust Land and Nat R",471330,377273,Goal 15 - Life on Land,Promote nature-based solutions for a sustainable planet,"Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
STP,AIS,2022,"Enhancing Biodiversity Conservation, Sust Land and Nat R",1083079,447245,Goal 15 - Life on Land,Promote nature-based solutions for a sustainable planet,"Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Global Environment Fund Truste,United Nations development Pro"
STP,AIS,2021,Export Value Chain,867402,337277,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","African development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
STP,AIS,2022,Export Value Chain,750000,644673,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","African development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
STP,AIS,2021,Support Electoral Cycle and DemGov,131012,95511,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","European Commission,Government of France,Government of Sao Tome And Principe,United Nations development Pro"
STP,AIS,2022,Support Electoral Cycle and DemGov,333276,192838,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","European Commission,Government of France,Government of Sao Tome And Principe,United Nations development Pro"
STP,AIS,2022,Recovery and Resilience-Building in Response to Floods,50000,46820,,Other,,United Nations development Pro
SYC,AIS,2021,Facilitating Recovery through Digital Solutions,330000,130644,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 15 - Life on Land",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species",United Nations development Pro
SYC,AIS,2022,Facilitating Recovery through Digital Solutions,369356,165894,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 15 - Life on Land",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species",United Nations development Pro
SLB,Pacific,2018,Enhancing Access to Justice-Paralegalism,139554,147953,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2019,Enhancing Access to Justice-Paralegalism,539018,487919,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2020,Enhancing Access to Justice-Paralegalism,1174172,881802,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2021,Enhancing Access to Justice-Paralegalism,1658854,1473889,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2022,Enhancing Access to Justice-Paralegalism,925496,952445,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2019,SOI Transparency and Accountability for Solomon Islands,502261,279795,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","British High Commission - Solo,Government of Japan,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2020,SOI Transparency and Accountability for Solomon Islands,362225,294176,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","British High Commission - Solo,Government of Japan,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2021,SOI Transparency and Accountability for Solomon Islands,467575,330358,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","British High Commission - Solo,Government of Japan,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2022,SOI Transparency and Accountability for Solomon Islands,949110,494916,"Goal 16 - Peace, justice and strong institutions,Goal 5 - Gender Equality","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development,Goal 13 - Social Development","British High Commission - Solo,Government of Japan,Government of Solomon Islands,United Nations development Pro"
SLB,Pacific,2019,Inclusive Governance of Natural Resources-PBF 3,44648,44648,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Peacebuilding Fund,United Nations development Pro"
SLB,Pacific,2020,Inclusive Governance of Natural Resources-PBF 3,982854,881576,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Peacebuilding Fund,United Nations development Pro"
SLB,Pacific,2021,Inclusive Governance of Natural Resources-PBF 3,477676,415233,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Peacebuilding Fund,United Nations development Pro"
SLB,Pacific,2022,Inclusive Governance of Natural Resources-PBF 3,35768,132767,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,Peacebuilding Fund,United Nations development Pro"
SLB,Pacific,2020,SOI: Advancing National Development Agenda and SDGs,732387,519415,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,British High Commission - Solo,Government of Brazil,MPTFO-Un Covid-19 Response & Recovery Fund,UNDP Funding Windows,United Nations development Pro,World Health Organization"
SLB,Pacific,2021,SOI: Advancing National Development Agenda and SDGs,479739,389935,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,British High Commission - Solo,Government of Brazil,MPTFO-Un Covid-19 Response & Recovery Fund,UNDP Funding Windows,United Nations development Pro,World Health Organization"
SLB,Pacific,2022,SOI: Advancing National Development Agenda and SDGs,620813,495402,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 16 - Peace, justice and strong institutions","Keeping people out of poverty,Strengthen effective, inclusive and accountable governance,Enhance national prevention and recovery capacities for resilient societies","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,British High Commission - Solo,Government of Brazil,MPTFO-Un Covid-19 Response & Recovery Fund,UNDP Funding Windows,United Nations development Pro,World Health Organization"
SLB,Pacific,2020,SOI DRM COVID19,711813,523233,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Australian Agency For International development (AusAID),Australian DFAT,United Nations development Pro"
SLB,Pacific,2021,SOI DRM COVID19,941464,708604,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Australian Agency For International development (AusAID),Australian DFAT,United Nations development Pro"
SLB,Pacific,2022,SOI DRM COVID19,2012322,1029257,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Australian Agency For International development (AusAID),Australian DFAT,United Nations development Pro"
SLB,Pacific,2020,SOI - Support to SICCM - SLB-CFUND-1904 (2019-2022),53874,23634,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Fund To Fight Aids, Tuberculosis"
SLB,Pacific,2021,SOI - Support to SICCM - SLB-CFUND-1904 (2019-2022),30240,21862,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Fund To Fight Aids, Tuberculosis"
SLB,Pacific,2022,SOI - Support to SICCM - SLB-CFUND-1904 (2019-2022),70000,33189,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Global Fund To Fight Aids, Tuberculosis"
SLB,Pacific,2021,Strengthening the Electoral Cycle Project Phase 3,850500,585256,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,United Nations development Pro"
SLB,Pacific,2022,Strengthening the Electoral Cycle Project Phase 3,1528225,1228824,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Australian DFAT,United Nations development Pro"
SLB,Pacific,2021,SOI: Rural Electrification (SPIRES),558783,450307,"Goal 13 - Climate Action,Goal 7 - Affordable and Clean Energy",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 3 - Sustainable Energy","Global Environment Fund Truste,United Nations development Pro"
SLB,Pacific,2022,SOI: Rural Electrification (SPIRES),910588,703594,"Goal 13 - Climate Action,Goal 7 - Affordable and Clean Energy",Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 3 - Sustainable Energy","Global Environment Fund Truste,United Nations development Pro"
SLB,Pacific,2021,PPG _SOI_Biodiversity and Land Degradation,222000,141750,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
SLB,Pacific,2022,PPG _SOI_Biodiversity and Land Degradation,872,77895,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
SLB,Pacific,2022,SOI_Bridging Traditional Governance and Youth,458166,117704,"Goal 16 - Peace, justice and strong institutions","Strengthen effective, inclusive and accountable governance","Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 13 - Social Development","Peacebuilding Fund,United Nations development Pro"
SLB,Pacific,2022,SOI_Provincial Governance &Service Delivery Project,450112,3534,,Other,,"European Commission,United Nations development Pro"
SUR,Caribbean,2014,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",132500,62686,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2015,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",463000,285731,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2016,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",1134600,953252,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
