SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Cuba,363k,,Early Recovery TORNADO Havana,13,Donor Countries ,2020
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,Donor Countries ,2020
Cuba,478k,,ECOATLAS,13,Donor Countries ,2020
Cuba,129k,,VIGILANCIA MARINA EN CUBA,13,Donor Countries ,2020
Cuba,574k,,SOLUCIONES INGENIERAS MALECON,13,Donor Countries ,2020
Cuba,152k,,RESILIENCIA URBANA HABANA,13,Donor Countries ,2020
Cuba,24k,,Empleo para Jóvenes en Guantánamo,13,Donor Countries ,2020
Cuba,12k,,Igualdad Género Gestión Calidad Alimentaria,13,Donor Countries ,2020
Dominica,5k,,Dominica Post-Hurricane Maria Recovery Project,13,Donor Countries ,2020
Dominica,172k,,Green Climate Fund Readiness and Preparatory Support in Dominica,13,Donor Countries ,2020
Dominica,17M,,Dominica Development and Reconstruction Facility,13,Donor Countries ,2020
Dominican Republic,500,,Programa Piloto para la Aplicación del Protocolo Naciona,13,Donor Countries ,2020
Dominican Republic,1M,,Recuperacion COVID-19,13,Donor Countries ,2020
Dominican Republic,20k,,Recuperación socioeconómica de hogares y MIPYMES,13,Donor Countries ,2020
Dominican Republic,10k,,Plataforma sostenibilidad ambiental y resiliencia,13,Donor Countries ,2020
Fiji,9k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,13,Donor Countries ,2020
Fiji,3M,,Resilience and sustainable development (RSD),13,Donor Countries ,2020
Fiji,440k,,Climate Early Warning Systems in PICs (SSC),13,Donor Countries ,2020
Fiji,227k,,Pacific Resilience and Governance Programme,13,Donor Countries ,2020
Fiji,587k,,Pacific RSD Support,13,Donor Countries ,2020
Fiji,1M,,Governance for Resilient Development in the Pacific,13,Donor Countries ,2020
Fiji,3M,,COVID-19 Response support in the Pacific,13,Donor Countries ,2020
Fiji,75k,,Climate Security in the Pacific,13,Donor Countries ,2020
Fiji,55k,,Solarisation of Head of State Residences in the Pacific,13,Donor Countries ,2020
Grenada,464k,,Ridge to Reef Grenada,13,Donor Countries ,2020
Grenada,872k,,Climate Resilient Agriculture for Integrated Landscape,13,Donor Countries ,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,13,Donor Countries ,2020
Guinea-Bissau,8M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Donor Countries ,2020
Guyana,170k,,Mainstream and Monitor Rio Convention implementation,13,Donor Countries ,2020
Guyana,153k,,"Enabling Gender-Responsive Disaster Recovery, Climate",13,Donor Countries ,2020
Haiti,13k,,Plan de Prévention Séisme Grand Nord DHaiti,13,Donor Countries ,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,13,Donor Countries ,2020
Haiti,30k,,Increasing Human Security to DRR,13,Donor Countries ,2020
Haiti,505k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,Donor Countries ,2020
Haiti,2M,,Electrification Rurale et Autonomisation des Femmes,13,Donor Countries ,2020
Haiti,1M,,Renforcement du système de gestion des déchets solides,13,Donor Countries ,2020
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,Donor Countries ,2020
Haiti,1M,,Prévention risques naturels et gouvernance territoriale,13,Donor Countries ,2020
Haiti,755k,,National Adaptation Plan,13,Donor Countries ,2020
Haiti,553k,,Installation Pompes Solaires,13,Donor Countries ,2020
Haiti,110k,,Climate Promise Haiti,13,Donor Countries ,2020
Haiti,67k,,PPG Résilience du secteur Eau,13,Donor Countries ,2020
Jamaica,62k,,HCFC Phase out Management Plan -1st Stage Implementation,13,Donor Countries ,2020
Jamaica,301k,,Strengthening Human Resilience,13,Donor Countries ,2020
Jamaica,50k,,Initiation Plan for Ratification of Kigali Amendment,13,Donor Countries ,2020
Jamaica,81k,,Engagement Facility for Disaster Risk Reduction,13,Donor Countries ,2020
Jamaica,1M,,Resilient Recovery Programme - Bahamas,13,Donor Countries ,2020
Jamaica,180k,,EnGender - Jamaica,13,Donor Countries ,2020
Jamaica,14k,,Engagement Facility - Bahamas,13,Donor Countries ,2020
Kiribati,1M,,Enhancing national food security,13,Donor Countries ,2020
Kiribati,6k,,Kiribati Energy Roadmap (PPG),13,Donor Countries ,2020
Kiribati,500,,KIR LDCF WoI,13,Donor Countries ,2020
Maldives,1k,,Low-Emission Climate Resilience Development Programme,13,Donor Countries ,2020
Maldives,1k,,Low Emission Climate Resilient Development,13,Donor Countries ,2020
Maldives,6M,,GCF-Managing climate change induced water shortages,13,Donor Countries ,2020
Maldives,998k,,Sustainable Economic Empowerment & Development for SMEs,13,Donor Countries ,2020
Marshall Islands,1M,,RMI Disaster Preparedness&Infrastructure,13,Donor Countries ,2020
Mauritius,231k,,Climate Change Adaptation in Coastal Zones,13,Donor Countries ,2020
Mauritius,99k,,Removal of Barriers to Solar PV Power Generation MRU,13,Donor Countries ,2020
Mauritius,7M,,GCF - Accelerating Low Carbon,13,Donor Countries ,2020
Mauritius,10k,,Energy Savings and Climate Benefits through Mandatory En,13,Donor Countries ,2020
Mauritius,433k,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Donor Countries ,2020
Mauritius,1M,,COVID-19 MAURITIUS,13,Donor Countries ,2020
Mauritius,510k,,Support to the formulation and adoption of NEP,13,Donor Countries ,2020
Mauritius,162k,,UNDP CLIMATE PROMISE: ENHANCING NDCs BY 2020,13,Donor Countries ,2020
Mauritius,81k,,PPG Promoting Low-carbon Electric Public Bus Transport i,13,Donor Countries ,2020
Mauritius,50k,,PPG Strengthening National Greenhouse Gas Inventory,13,Donor Countries ,2020
"Micronesia, Federated States of",23k,,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,13,Donor Countries ,2020
"Micronesia, Federated States of",3M,,FSM Disaster Prevention and Mitigation,13,Donor Countries ,2020
"Micronesia, Federated States of",90k,,Third National Communication (TNC) and First Biennial Update Report (FBUR),13,Donor Countries ,2020
Nauru,5k,,Nauru SMARTEN PPG,13,Donor Countries ,2020
Nauru,37k,,Nauru SMARTEN FSP,13,Donor Countries ,2020
Niue,1M,,Niue Ridge to Reef,13,Donor Countries ,2020
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,Donor Countries ,2020
Palau,3M,,Palau Disaster Preparedness and improved infrastructure,13,Donor Countries ,2020
Papua New Guinea,4k,,Climate Change Programme,13,Donor Countries ,2020
Papua New Guinea,21k,,Climate Resilient Communities in PNG,13,Donor Countries ,2020
Papua New Guinea,132,,Community Forest Conservation,13,Donor Countries ,2020
Papua New Guinea,11k,,UN-Reducing Emissions from Deforestation and Forest Degradation work to enhance PNG’s REDD+ Readiness.,13,Donor Countries ,2020
Papua New Guinea,669k,,Strengthen Disaster Risk Management in Papua New Guinea,13,Donor Countries ,2020
Papua New Guinea,919k,,WB FCPF REDD+ Readiness II,13,Donor Countries ,2020
Papua New Guinea,1M,,PIMS5569 Renewable Energy & Energy Efficiency,13,Donor Countries ,2020
Papua New Guinea,129k,,Enhance Climate Policy in Papua New Guinea,13,Donor Countries ,2020
Papua New Guinea,80k,,PIMS6394 PPG Integrated Landuse Planning in New Britain,13,Donor Countries ,2020
Papua New Guinea,254k,,PIMS 6119 Advancing PNG NAP,13,Donor Countries ,2020
Papua New Guinea,100k,,Investing in Coral Reefs and Blue Economy,13,Donor Countries ,2020
Papua New Guinea,1,,Humanitarian Advisory Services Team,13,Donor Countries ,2020
Papua New Guinea,1,,Strengthening Integrated Sustainable Landscape Managemen,13,Donor Countries ,2020
Samoa,1M,,Economy-wide integration of CC Adaptation (FSP),13,Donor Countries ,2020
Samoa,8M,,Green Climate Fund Vaisigano River Catchment,13,Donor Countries ,2020
Samoa,852k,,IMPRESS_Renewable Energy (Full Size),13,Donor Countries ,2020
Samoa,24k,,Capacity Support for Enhanced Development Effectiveness,13,Donor Countries ,2020
Samoa,219k,,Third National Communication and Biennial Update Report,13,Donor Countries ,2020
Sao Tome and Principe,5k,,PREPAREDENESS WARNING SYSTEM,13,Donor Countries ,2020
Sao Tome and Principe,12k,,RESILIENT CAPACITIES COMMUNITIES,13,Donor Countries ,2020
Sao Tome and Principe,374k,,Delivering Climate Promise in STP| NDC Support Programme,13,Donor Countries ,2020
Seychelles,846k,,Ecosystem Based Adaptation to Climate Change in Seychell,13,Donor Countries ,2020
Seychelles,119k,,Management of Outer Island Protected Areas in Seychelles,13,Donor Countries ,2020
Seychelles,637k,,Global Climate Change Alliance Seychelles Programme,13,Donor Countries ,2020
Seychelles,543k,,Seychelles Protected Area Finance Project,13,Donor Countries ,2020
Seychelles,1M,,SAPPHIRE - Large Marine Ecosystem Project in WIO,13,Donor Countries ,2020
Solomon Islands,10k,,Solomon Islands Water Sector Adaptation Project,13,Donor Countries ,2020
Solomon Islands,3k,,PPG Stimulating Progress towards Rural Electrification,13,Donor Countries ,2020
Solomon Islands,732k,,SOI: Advancing National Development Agenda and SDGs,13,Donor Countries ,2020
Solomon Islands,712k,,SOI DRM COVID19,13,Donor Countries ,2020
Suriname,753k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,Donor Countries ,2020
Suriname,103k,,Suriname Climate Adaptation Actions,13,Donor Countries ,2020
Suriname,233k,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,Donor Countries ,2020
Suriname,735k,,Climate Change Adaptation Suriname phase 2,13,Donor Countries ,2020
Timor-Leste,2M,,Building shoreline resilience of Timor-Leste to protect,13,Donor Countries ,2020
Timor-Leste,477k,,Implementation of the Arafura and timor Seas Regional an,13,Donor Countries ,2020
Timor-Leste,1M,,Safeguarding rural communities and their physical assets,13,Donor Countries ,2020
Tonga,303k,,Tonga Early Recovery Support,13,Donor Countries ,2020
Trinidad and Tobago,21k,,Strategy for the Reduction of Carbon Emissions in T&T,13,Donor Countries ,2020
Trinidad and Tobago,74k,,Capacity Development for Disaster Risk Management,13,Donor Countries ,2020
Trinidad and Tobago,30k,,Institutional Strengthening to Support Natl Ozone Office,13,Donor Countries ,2020
Trinidad and Tobago,86k,,HCFC Phase-Out Management Plan (HPMP),13,Donor Countries ,2020
Trinidad and Tobago,234k,,Low Emission Capacity Building Global Program Assessment,13,Donor Countries ,2020
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Donor Countries ,2020
Trinidad and Tobago,482k,,T&T Third National Report to UNFCCC,13,Donor Countries ,2020
Trinidad and Tobago,553k,,GEF 5-Environment Agreement Management Capacity Building,13,Donor Countries ,2020
Trinidad and Tobago,207k,,Global Climate Change Alliance Trinidad & Tobago,13,Donor Countries ,2020
Trinidad and Tobago,107k,,Trinidad and Tobago Climate Promise Engagement Facility,13,Donor Countries ,2020
Tuvalu,2,,Effective and responsive island-level governance to secure and diversify climate resilient marine-based coastal livelihoods and enhance climate hazard response capacity,13,Donor Countries ,2020
Tuvalu,2M,,TV Coastal Adaptation,13,Donor Countries ,2020
Tuvalu,494k,,Tuvalu Sustainable National Energy Targets Project,13,Donor Countries ,2020
Tuvalu,78k,,Solar Home Standalone System for Funaota,13,Donor Countries ,2020
Vanuatu,181k,,Adapt to Climate change in Coastal Zones Vanuatu,13,Donor Countries ,2020
Vanuatu,117k,,Vanuatu Third National communication,13,Donor Countries ,2020
Vanuatu,436k,,Vanuatu Low Emissions Capacity Building Phase II,13,Donor Countries ,2020
Vanuatu,614k,,VU Energy Roadmap (BRANTV),13,Donor Countries ,2020
Vanuatu,300k,,Vanuatu VCAP2 Project Preparation Grant,13,Donor Countries ,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,13,Programme Countries ,2020
Dominica,17M,,Dominica Development and Reconstruction Facility,13,Programme Countries ,2020
Dominican Republic,500,,Programa Piloto para la Aplicación del Protocolo Naciona,13,Programme Countries ,2020
Guinea-Bissau,8M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Programme Countries ,2020
Maldives,998k,,Sustainable Economic Empowerment & Development for SMEs,13,Programme Countries ,2020
Mauritius,99k,,Removal of Barriers to Solar PV Power Generation MRU,13,Programme Countries ,2020
Mauritius,7M,,GCF - Accelerating Low Carbon,13,Programme Countries ,2020
Mauritius,10k,,Energy Savings and Climate Benefits through Mandatory En,13,Programme Countries ,2020
Mauritius,433k,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Programme Countries ,2020
Mauritius,1M,,COVID-19 MAURITIUS,13,Programme Countries ,2020
Papua New Guinea,132,,Community Forest Conservation,13,Programme Countries ,2020
Papua New Guinea,1M,,PIMS5569 Renewable Energy & Energy Efficiency,13,Programme Countries ,2020
Trinidad and Tobago,21k,,Strategy for the Reduction of Carbon Emissions in T&T,13,Programme Countries ,2020
Trinidad and Tobago,74k,,Capacity Development for Disaster Risk Management,13,Programme Countries ,2020
Trinidad and Tobago,30k,,Institutional Strengthening to Support Natl Ozone Office,13,Programme Countries ,2020
Trinidad and Tobago,86k,,HCFC Phase-Out Management Plan (HPMP),13,Programme Countries ,2020
Trinidad and Tobago,234k,,Low Emission Capacity Building Global Program Assessment,13,Programme Countries ,2020
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Programme Countries ,2020
Trinidad and Tobago,482k,,T&T Third National Report to UNFCCC,13,Programme Countries ,2020
Barbados,1M,,Engagement Facility,13,UN Agencies,2020
Barbados,448k,,Caribbean Recovery and Resilience Programme,13,UN Agencies,2020
Barbados,3M,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,UN Agencies,2020
Belize,399k,,Enabling Gender-Responsive Disaster Recovery,13,UN Agencies,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,13,UN Agencies,2020
Cabo Verde,435k,,CV - Appliances & Building Energy - Efficiency (CABEEP),13,UN Agencies,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,13,UN Agencies,2020
Cabo Verde,155k,,Climate Promise CV,13,UN Agencies,2020
Comoros,891k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,UN Agencies,2020
Comoros,831k,,Renf. des capacités du Programme de Microfinancement FEM,13,UN Agencies,2020
Comoros,2M,,Renforcement de la résilience des Comores aux risques,13,UN Agencies,2020
Comoros,6M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,UN Agencies,2020
Comoros,101k,,Appui à la réponse et au relevement des dégats de Kennet,13,UN Agencies,2020
Comoros,551k,,Promotion of Green Economy and Recovery from the impact,13,UN Agencies,2020
Cuba,50k,,Recuperación Huracán Irma,13,UN Agencies,2020
Cuba,451k,,Emergencia Sequía Region Oriental Fase II,13,UN Agencies,2020
Cuba,2M,,ALASS Autoabastecimiento local para una alimentación sos,13,UN Agencies,2020
Cuba,363k,,Early Recovery TORNADO Havana,13,UN Agencies,2020
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,UN Agencies,2020
Dominica,5k,,Dominica Post-Hurricane Maria Recovery Project,13,UN Agencies,2020
Dominican Republic,1M,,Recuperacion COVID-19,13,UN Agencies,2020
Dominican Republic,20k,,Recuperación socioeconómica de hogares y MIPYMES,13,UN Agencies,2020
Dominican Republic,10k,,Plataforma sostenibilidad ambiental y resiliencia,13,UN Agencies,2020
Fiji,9k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,13,UN Agencies,2020
Fiji,3M,,Resilience and sustainable development (RSD),13,UN Agencies,2020
Fiji,440k,,Climate Early Warning Systems in PICs (SSC),13,UN Agencies,2020
Fiji,587k,,Pacific RSD Support,13,UN Agencies,2020
Fiji,3M,,COVID-19 Response support in the Pacific,13,UN Agencies,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,13,UN Agencies,2020
Guinea-Bissau,8M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,UN Agencies,2020
Guyana,170k,,Mainstream and Monitor Rio Convention implementation,13,UN Agencies,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,13,UN Agencies,2020
Haiti,30k,,Increasing Human Security to DRR,13,UN Agencies,2020
Haiti,505k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,13,UN Agencies,2020
Haiti,2M,,Electrification Rurale et Autonomisation des Femmes,13,UN Agencies,2020
Haiti,1M,,Renforcement du système de gestion des déchets solides,13,UN Agencies,2020
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,UN Agencies,2020
Haiti,1M,,Prévention risques naturels et gouvernance territoriale,13,UN Agencies,2020
Haiti,553k,,Installation Pompes Solaires,13,UN Agencies,2020
Haiti,110k,,Climate Promise Haiti,13,UN Agencies,2020
Jamaica,62k,,HCFC Phase out Management Plan -1st Stage Implementation,13,UN Agencies,2020
Jamaica,301k,,Strengthening Human Resilience,13,UN Agencies,2020
Jamaica,50k,,Initiation Plan for Ratification of Kigali Amendment,13,UN Agencies,2020
Jamaica,81k,,Engagement Facility for Disaster Risk Reduction,13,UN Agencies,2020
Jamaica,1M,,Resilient Recovery Programme - Bahamas,13,UN Agencies,2020
Jamaica,180k,,EnGender - Jamaica,13,UN Agencies,2020
Kiribati,1M,,Enhancing national food security,13,UN Agencies,2020
Maldives,1k,,Low Emission Climate Resilient Development,13,UN Agencies,2020
Maldives,6M,,GCF-Managing climate change induced water shortages,13,UN Agencies,2020
Marshall Islands,1M,,RMI Disaster Preparedness&Infrastructure,13,UN Agencies,2020
Mauritius,231k,,Climate Change Adaptation in Coastal Zones,13,UN Agencies,2020
Mauritius,99k,,Removal of Barriers to Solar PV Power Generation MRU,13,UN Agencies,2020
Mauritius,7M,,GCF - Accelerating Low Carbon,13,UN Agencies,2020
Mauritius,1M,,COVID-19 MAURITIUS,13,UN Agencies,2020
Mauritius,510k,,Support to the formulation and adoption of NEP,13,UN Agencies,2020
Mauritius,162k,,UNDP CLIMATE PROMISE: ENHANCING NDCs BY 2020,13,UN Agencies,2020
"Micronesia, Federated States of",23k,,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,13,UN Agencies,2020
"Micronesia, Federated States of",3M,,FSM Disaster Prevention and Mitigation,13,UN Agencies,2020
Nauru,5k,,Nauru SMARTEN PPG,13,UN Agencies,2020
Niue,1M,,Niue Ridge to Reef,13,UN Agencies,2020
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,UN Agencies,2020
Palau,3M,,Palau Disaster Preparedness and improved infrastructure,13,UN Agencies,2020
Papua New Guinea,4k,,Climate Change Programme,13,UN Agencies,2020
Papua New Guinea,21k,,Climate Resilient Communities in PNG,13,UN Agencies,2020
Papua New Guinea,132,,Community Forest Conservation,13,UN Agencies,2020
Papua New Guinea,11k,,UN-Reducing Emissions from Deforestation and Forest Degradation work to enhance PNG’s REDD+ Readiness.,13,UN Agencies,2020
Papua New Guinea,669k,,Strengthen Disaster Risk Management in Papua New Guinea,13,UN Agencies,2020
Samoa,8M,,Green Climate Fund Vaisigano River Catchment,13,UN Agencies,2020
Samoa,852k,,IMPRESS_Renewable Energy (Full Size),13,UN Agencies,2020
Samoa,24k,,Capacity Support for Enhanced Development Effectiveness,13,UN Agencies,2020
Samoa,219k,,Third National Communication and Biennial Update Report,13,UN Agencies,2020
Sao Tome and Principe,5k,,PREPAREDENESS WARNING SYSTEM,13,UN Agencies,2020
Sao Tome and Principe,12k,,RESILIENT CAPACITIES COMMUNITIES,13,UN Agencies,2020
Sao Tome and Principe,374k,,Delivering Climate Promise in STP| NDC Support Programme,13,UN Agencies,2020
Solomon Islands,10k,,Solomon Islands Water Sector Adaptation Project,13,UN Agencies,2020
Solomon Islands,3k,,PPG Stimulating Progress towards Rural Electrification,13,UN Agencies,2020
Solomon Islands,732k,,SOI: Advancing National Development Agenda and SDGs,13,UN Agencies,2020
Solomon Islands,712k,,SOI DRM COVID19,13,UN Agencies,2020
Suriname,753k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,UN Agencies,2020
Suriname,103k,,Suriname Climate Adaptation Actions,13,UN Agencies,2020
Suriname,233k,,"Enabling Gender-Responsive Disaster Recovery, Climate an",13,UN Agencies,2020
Suriname,735k,,Climate Change Adaptation Suriname phase 2,13,UN Agencies,2020
Timor-Leste,1M,,Safeguarding rural communities and their physical assets,13,UN Agencies,2020
Tonga,303k,,Tonga Early Recovery Support,13,UN Agencies,2020
Trinidad and Tobago,21k,,Strategy for the Reduction of Carbon Emissions in T&T,13,UN Agencies,2020
Trinidad and Tobago,74k,,Capacity Development for Disaster Risk Management,13,UN Agencies,2020
Trinidad and Tobago,30k,,Institutional Strengthening to Support Natl Ozone Office,13,UN Agencies,2020
Trinidad and Tobago,86k,,HCFC Phase-Out Management Plan (HPMP),13,UN Agencies,2020
Trinidad and Tobago,234k,,Low Emission Capacity Building Global Program Assessment,13,UN Agencies,2020
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,UN Agencies,2020
Tuvalu,2M,,TV Coastal Adaptation,13,UN Agencies,2020
Tuvalu,494k,,Tuvalu Sustainable National Energy Targets Project,13,UN Agencies,2020
Vanuatu,181k,,Adapt to Climate change in Coastal Zones Vanuatu,13,UN Agencies,2020
Vanuatu,436k,,Vanuatu Low Emissions Capacity Building Phase II,13,UN Agencies,2020
Vanuatu,614k,,VU Energy Roadmap (BRANTV),13,UN Agencies,2020
Vanuatu,300k,,Vanuatu VCAP2 Project Preparation Grant,13,UN Agencies,2020
Barbados,100k,,Blue Economy Finance for SIDS - SDG Fund Component 2,13,UN Pooled Funds ,2020
Comoros,101k,,Appui à la réponse et au relevement des dégats de Kennet,13,UN Pooled Funds ,2020
Cuba,1M,,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,13,UN Pooled Funds ,2020
Dominica,5k,,Dominica Post-Hurricane Maria Recovery Project,13,UN Pooled Funds ,2020
Fiji,3M,,COVID-19 Response support in the Pacific,13,UN Pooled Funds ,2020
Fiji,75k,,Climate Security in the Pacific,13,UN Pooled Funds ,2020
Guinea-Bissau,8M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,UN Pooled Funds ,2020
Haiti,30k,,Increasing Human Security to DRR,13,UN Pooled Funds ,2020
Haiti,1M,,Appui à la Préparation et à la Gestion des Désastres (Ha,13,UN Pooled Funds ,2020
Jamaica,301k,,Strengthening Human Resilience,13,UN Pooled Funds ,2020
Papua New Guinea,4k,,Climate Change Programme,13,UN Pooled Funds ,2020
Papua New Guinea,100k,,Investing in Coral Reefs and Blue Economy,13,UN Pooled Funds ,2020
Solomon Islands,732k,,SOI: Advancing National Development Agenda and SDGs,13,UN Pooled Funds ,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,13,Vertical Funds ,2020
Cabo Verde,435k,,CV - Appliances & Building Energy - Efficiency (CABEEP),13,Vertical Funds ,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,13,Vertical Funds ,2020
Cabo Verde,10k,,4 National Communication and BUR under the UNFCCC,13,Vertical Funds ,2020
Comoros,891k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Vertical Funds ,2020
Comoros,831k,,Renf. des capacités du Programme de Microfinancement FEM,13,Vertical Funds ,2020
Comoros,2M,,Renforcement de la résilience des Comores aux risques,13,Vertical Funds ,2020
Comoros,6M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Vertical Funds ,2020
Cuba,10k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,13,Vertical Funds ,2020
Cuba,392k,,ECOSYSTEM BASED ADAPTATION ARTEMISA AND MAYABEQUE,13,Vertical Funds ,2020
Cuba,1M,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,13,Vertical Funds ,2020
Cuba,975k,,BIOENERGIA - CLEAN ENERGY TECHNOLOGIES FOR THE RURAL AREAS IN CUBA,13,Vertical Funds ,2020
Cuba,764k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),13,Vertical Funds ,2020
Cuba,80k,,Plan de Implementación Nacional (NIP) del Convenio de Estocolmo sobre los Contaminantes Orgánicos Persistentes (COPs) en Cuba,13,Vertical Funds ,2020
Cuba,153k,,GREEN CLIMATE FUND READINESS & PREPARATORY SUPPORT CUBA,13,Vertical Funds ,2020
Cuba,643k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,13,Vertical Funds ,2020
Cuba,844k,,Low-carbon transport systems in Havana (Medium size),13,Vertical Funds ,2020
Dominica,172k,,Green Climate Fund Readiness and Preparatory Support in Dominica,13,Vertical Funds ,2020
Grenada,464k,,Ridge to Reef Grenada,13,Vertical Funds ,2020
Grenada,872k,,Climate Resilient Agriculture for Integrated Landscape,13,Vertical Funds ,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,13,Vertical Funds ,2020
Guyana,170k,,Mainstream and Monitor Rio Convention implementation,13,Vertical Funds ,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,13,Vertical Funds ,2020
Haiti,755k,,National Adaptation Plan,13,Vertical Funds ,2020
Haiti,67k,,PPG Résilience du secteur Eau,13,Vertical Funds ,2020
Kiribati,1M,,Enhancing national food security,13,Vertical Funds ,2020
Kiribati,6k,,Kiribati Energy Roadmap (PPG),13,Vertical Funds ,2020
Kiribati,500,,KIR LDCF WoI,13,Vertical Funds ,2020
Maldives,6M,,GCF-Managing climate change induced water shortages,13,Vertical Funds ,2020
Mauritius,231k,,Climate Change Adaptation in Coastal Zones,13,Vertical Funds ,2020
Mauritius,99k,,Removal of Barriers to Solar PV Power Generation MRU,13,Vertical Funds ,2020
Mauritius,7M,,GCF - Accelerating Low Carbon,13,Vertical Funds ,2020
Mauritius,10k,,Energy Savings and Climate Benefits through Mandatory En,13,Vertical Funds ,2020
Mauritius,433k,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Vertical Funds ,2020
Mauritius,81k,,PPG Promoting Low-carbon Electric Public Bus Transport i,13,Vertical Funds ,2020
Mauritius,50k,,PPG Strengthening National Greenhouse Gas Inventory,13,Vertical Funds ,2020
"Micronesia, Federated States of",23k,,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,13,Vertical Funds ,2020
"Micronesia, Federated States of",90k,,Third National Communication (TNC) and First Biennial Update Report (FBUR),13,Vertical Funds ,2020
Nauru,5k,,Nauru SMARTEN PPG,13,Vertical Funds ,2020
Nauru,37k,,Nauru SMARTEN FSP,13,Vertical Funds ,2020
Niue,1M,,Niue Ridge to Reef,13,Vertical Funds ,2020
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,Vertical Funds ,2020
Papua New Guinea,21k,,Climate Resilient Communities in PNG,13,Vertical Funds ,2020
Papua New Guinea,132,,Community Forest Conservation,13,Vertical Funds ,2020
Papua New Guinea,11k,,UN-Reducing Emissions from Deforestation and Forest Degradation work to enhance PNG’s REDD+ Readiness.,13,Vertical Funds ,2020
Papua New Guinea,919k,,WB FCPF REDD+ Readiness II,13,Vertical Funds ,2020
Papua New Guinea,1M,,PIMS5569 Renewable Energy & Energy Efficiency,13,Vertical Funds ,2020
Papua New Guinea,80k,,PIMS6394 PPG Integrated Landuse Planning in New Britain,13,Vertical Funds ,2020
Papua New Guinea,254k,,PIMS 6119 Advancing PNG NAP,13,Vertical Funds ,2020
Samoa,1M,,Economy-wide integration of CC Adaptation (FSP),13,Vertical Funds ,2020
Samoa,8M,,Green Climate Fund Vaisigano River Catchment,13,Vertical Funds ,2020
Samoa,852k,,IMPRESS_Renewable Energy (Full Size),13,Vertical Funds ,2020
Samoa,219k,,Third National Communication and Biennial Update Report,13,Vertical Funds ,2020
